Movie Name,Storyline
All the Long Nights,"Misa, battling PMS and stigma, starts anew at Kurita Optics. Amidst work and sweets, she meets Takatoshi. Despite his quiet demeanor and struggle with panic attacks, a deep bond forms."
War of the Worlds: Extinction,"When a rogue general from the planet Emios attacks Earth, a team of archeologists must track down an ancient artifact that can prevent extinction."
Lost on a Mountain in Maine,"A 12-year-old boy, separated from his family by a fast-moving storm, must fight to stay alive during his nine-day adventure lost in the backwoods of Maine."
I'm Your Venus,"A moving and timely documentary following the unsolved murder of Venus Xtravaganza, star of the legendary film Paris Is Burning, as Venus' two families - biological and ballroom - come together to seek answers and celebrate her legacy."
Sugar Baby,"An enterprising Sugar Baby is offered $30,000 to move in with her Sugar Daddy for the week, but soon discovers the sinister secrets trapped within his home."
Grave of the Fireflies,"Centers on the struggle of two orphaned Japanese children, 14 year-old Seita and his four year-old sister Setsuko, during World War II."
Marco,Enric Marco was a Spanish trade unionist who falsely claimed to have survived Nazi concentration camps. He chaired a Holocaust survivors' group until his lie was exposed in 2005.
Éden & Charlie,"In an uninhabited house, Éden and Charlie meet and, through their explorations, discover hidden secrets that force them to confront their repressed desires and come to terms with their identities."
Motel Destino,"Under the burning sky on a roadside on the coast of Ceará, Motel Destino is the scene of dangerous games of desire, power and violence. One night, the arrival of young Heraldo definitively transforms the daily life of the place."
Hunting Daze,"Nina, a tempestuous young woman joins a group of hunters in a remote cabin. A mysterious stranger's arrival disrupts her newfound place in their male micro-society."
Gaga Chromatica Ball,"In front of 52,000 people, Lady Gaga delivers a career-defining performance at Dodger Stadium in Los Angeles during her 2022 Chromatica Ball Tour."
Jimmy Carr: Natural Born Killer,"An iconic comedian tackles controversial issues such as gun control, religion, cancellation culture and consent through provocative humor."
A Fisherman's Tale,"Legend says that long ago, nature thrived in harmony around the lake, until evil arrived. Men, blinded by dark desires, brought fear, hate, and death. Fishermen call it La Miringua, the one that drags you in the lake for your sins."
Secret Lives of Orangutans,Follow a multi-generational orangutan family through their treetop triumphs and travails in this immersive documentary narrated by David Attenborough.
When Fall Is Coming,"Michelle, a retiree in Burgundy, expects her grandson Lucas but a mistake ruins her plans. Her friend Marie-Claude's son is released from prison, reviving Michelle's purpose."
N'avoue jamais,"A former French general married for 50 years learns that his wife cheated on him 4 decades ago. He is resolved to avenge his honor and, surrounded by his wife and their 3 children, he goes hunting for the culprit on the Côte-d'Azur."
Agent of Happiness,"Amber, a happiness agent, travels the Bhutanese Himalayas surveying people's happiness. On his remote mountain journey, he searches for fulfillment."
Half Baked: Totally High,Three potheads sell a strain of magical weed to raise funds for their friend's funeral.
Please Don't Feed the Children,"A gang of orphans travels to the south in quest of a new life after a viral outbreak decimates the adult population of the nation, only to find themselves at the mercy of a psychotic woman who is hiding a perilous secret."
An Open Door: Temple Grandin,"Acclaimed documentary celebrating Dr. Temple Grandin's pioneering work in animal welfare, autism advocacy, and neurodiversity through her unique perspective as a visual thinker on the autism spectrum."
Let's Both Try,"Embarking on a wild romp through the Arizona deserts, a photographer-couple's relationship is pushed to its limits as they navigate a morally charged exploration of sexuality and divine meaning in the chaos of modern life."
The Uninvited,"A stranger crashes a party, sparking a comedy of errors, and a reordering of life."
Babes,"Lifelong friends Eden and Dawn, one single and wanting a baby, the other already a mother, navigate challenges to their bond when Eden pursues pregnancy alone after a one-night stand."
"Felix, dare to dream",This is not just a film about tattooing. Felix's story is also about staying true to your dreams while sailing the ocean of life.
The Mouse Trap,"It's Alex's 21st Birthday, but she's stuck at the amusement arcade on a late shift so her friends decide to surprise her, but a masked killer dressed as Mickey Mouse decides to play a game of his own with them which she must survive."
3. Gün,"Elya, who is a gastronomy graduate from Izmir, wants to pursue an academic career and find her soulmate. She meets Semih through social media and finds herself in the middle of an interesting situation."
The Greatest of All Time,"Gandhi is a hostage negotiator, field agent, and spy working for the Special Anti-Terrorist Squad (SATS). After years of service, he is called back for a critical mission that sets him on a dangerous collision course with his own past."
Nurse Abi,"When overworked graphic designer Roy faints, he wakes up to the beautiful Nurse Abi taking care of him. This starts Roy's fantasy of going out and sleeping with Nurse Abi. But can he turn this fantasy into a reality?"
